,description,label_model
600,Kenaikan harga Bahan Bakar Minyak (BBM) disambut dengan serangkaian aksi demonstrasi di sejumlah wilayah di Indonesia. https://t.co/kDElcrnCyW,negatif
601,Demokrat membebaskan Kadernya Ikut Demo kenaikan BBM! https://t.co/txBgwSKEDY,negatif
602,Massa buruh bergerak menuju @DPR_RI menolak kenaikan harga BBM (6/9/2022) https://t.co/XTpDsHdx1z,negatif
603,"@Paltiwest @jokowi Orang-orang di Maluku Tenggara, sangat gembira ketika didatangi Presiden tercinta nya. Euphoria

Tapi di Jakarta hari ini pendemo kenaikan BBM pada histeria meneriakkan Presiden nya sendiri mundur.

Memang Ibukota sudah saatnya dipindah",netral
604,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
605,"Massa aksi ""Tolak Kenaikan Harga BBM"" memblokade jalan di Sampoddo Palopo, Sulawesi Selatan.. ??????? 
(13/Sept/2022) https://t.co/MJlcZOqn2E",negatif
606,"Hari Ini, Mahasiswa Kembali Demo Tolak Kenaikan Harga BBM di Istana Negara
https://t.co/mCBmMrfUS9",negatif
607,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
608,"Suara Penolakan kenaikan harga BBM terus bergulir, hari ini Buruh Bekasi kembali turun ke jalan
#TolakKenaikanHarga_BBM 
#TolakTerusKenaikanBBM https://t.co/vIFFZdlzVx",negatif
609,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
610,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
611,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
612,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
613,"Rekomendasi floral skirt ??
??https://t.co/kkmkR0Lvce

Minggu pagii eriska scorpio PARK JISUNG THANK YOU happy chuseok batalkan kenaikan bbm #QueenElizabeth #BigMouth #BigMouthEp13 #Shopee99 #zonajajan https://t.co/set49RTH30",netral
614,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
615,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
616,"Aksi Aliansi Rakyat Surabaya (ARAS)  yang terdiri dari : GSBI, PEMPROF SURABAYA, LAMRI, ALIANSI BEM SURABAYA-ABS-ITS, UNAIR, PEN ITS, UPN, UINSA, UNESA, UNAIR FK KEDOKTERAN, UNUSA

TOLAK KENAIKAN HARGA BBM 
Hari ini 14 Sept 2022 gelar Aksi di Gedung Grahadi Surabaya Jawa Timur https://t.co/DbNPqvKFad",negatif
617,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
618,Mahasiswa demo di Balai Kota Jakarta untuk menolak kenaikan BBM diwarnai kericuhan. #kumparanNEWS https://t.co/TBycEs8u5A,negatif
619,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. ??????? (13/Sept/2022) https://t.co/hkCw0LPnFG https://t.co/fKhvN4n2Rk",negatif
620,Udah bilang media masih di gebuk. lokasi Semarang tadi malam 060922  pasca Massa tolak kenaikan BBM https://t.co/75VeeBFXMA,netral
621,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
622,"Massa aksi ""Tolak Kenaikan Harga BBM"" memblokade jalan di Sampoddo Palopo, Sulawesi Selatan.. ??????? 
(13/Sept/2022) https://t.co/MJlcZOqn2E",negatif
623,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
624,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
625,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
626,"#BBMMeroketJokowiTurun 
#BBMMeroketJokowiTurun 
@Syam42933824
@PAS0PATl5151_
@freestranger24
@ArbyZakey3
@AtnoSepta
@NegeriJajahan3l
@omo_sugema6
@karyawantree
@Berliannew
@sampalle
@la1laha1llallah
@SimpatisanFPI__
1
SMKIN MUNCAK JK TK DSIKAPI DGN BIJAK?
https://t.co/QlQTH905Ae https://t.co/pSaQQFeKjG",netral
627,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
628,"Bjorka.... Dimana-mana bjorka. oh..heyy haloooooo menurutku bjorka itu hekel palsu, yang sengaja dibuat oleh pemerintah supanya apa? Ya buat pengalihan isulahh... Oheyyyyy apa kabar kasus jendral² tolol trus kenaikan BBM bersubsidi? Kasus km 50 ? Lalalala",netral
629,Mahasiswa Boyolali Demo Tolak Kenaikan Harga BBM https://t.co/7cGHNpE9RA,negatif
630,"Kami akan terus menyuarakan keresahan masyarakat terkait naiknya harga BBM, karena dikhawatirkan akan berdampak terhadap harga bahan pokok lainnya.
Janji Presiden Jokowi yang mengatakan tdk ada kenaikan harga BBM sampai akhir tahun ternyata hanyalah omong kosong.
#PartaiDemokrat https://t.co/XlUK4O4k8j",negatif
631,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
632,"Akibat kenaikan harga BBM, harga sayur, ikan, daging di pasar ikut melonjak. Tapi meski harga naik, bukannya dapat untung lebih, justru pedagang mengeluh. Pasalnya, makin sulit menjual barang dagangan.

#SilatTani #AnginTimur
#EkspedisiIndonesiaBaru https://t.co/OYb8VenlEf",netral
633,"@CNNIndonesia Mari back 2 Sambo, kenaikan BBM dan 3 periode..!!!",netral
634,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
635,SUDAH TAYANG YA! SAID DIDU SANG “ORANG DALAM” SOAL KENAIKAN HARGA BBM: SUBSIDI ADALAH “CANDU” BANSOS ADALAH “NARKOBA”!! YOUTUBE: https://t.co/aXqWysaG57  (INDONESIA LAWYERS CLUB) https://t.co/B1brEPAewl,positif
636,"Kurang jauh beritanya, di Makasar juga rame tuh tolak kenaikan BBM https://t.co/XTELYx1Nn7",negatif
637,"Aliansi Mahasiswa &amp; Buruh Bersatu ""Tolak Kenaikan Harga BBM"" di sekitar Bundaran Patung Kuda, Jakarta.. ??????? (13/Sept/2022) https://t.co/Ttc92GMev7",negatif
638,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
639,"Massa aksi di paksa pukul mundur oleh Aparat kepolisian, dg menggunakan gas air mata &amp; Water Canon (Meriam Air) &amp; beberapa massa pun diamankan oleh Aparat di depan gedung DPRD Provinsi Bengkulu.. (6/Sept/2022)

Tolak Kenaikan Harga BBM ??????? https://t.co/AU6XtlJPmG",negatif
640,"Avengers akhirnya ikut serta dibarisan abang² Mahasiswa untuk Menolak Kenaikan Harga BBM, kawasan Patung Kuda Jakarta.. ??????? (13/Sept/2022) https://t.co/HIqRmHimhG",negatif
641,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
642,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
643,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
644,"@Tan_Mar3M @DoankWarto Ngapain soal pribadi (poligami) dikaitkan dengan kepentingan umum (menolak kenaikan BBM)?

Benci ya sama PKS?
Kenapa poligami kakeknya Puan gak lo sindirin?",netral
645,"Aliansi Ummat Islam Sumedang ""Tolak Kenaikan Harga BBM"" di depan kantor DPRD Sumedang.. Kemarin..
(13/Sept/2022) https://t.co/iAVOjECh77",negatif
646,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
647,Aksi Mahasiswa Tolak Kenaikan Harga BBM di Jakarta Berlangsung hingga Malam https://t.co/NRy9UdLHat #TempoFoto,negatif
648,"Demo tolak kenaikan harga BBM terus berlangsung di sejumlah daerah, tidak hanya mahasiswa, pengemudi ojek online protes kenaikan harga BBM yang tidak diiringi dengan kenaikan tarif ojol yang sesuai. https://t.co/0Gfq8MtyLv",negatif
649,"Aliansi Laskar Islam Klaten Tolak Kenaikan Harga BBM di Simpang Tiga Adipura, Klaten.. ??????? (13/Sept/2022) https://t.co/VGi59Ig8gM",negatif
650,"Tolak Kenaikan Harga BBM ???????
(Kantor DPRD Lampung Utara 14/Sept/2022) https://t.co/i4kLPhGaPQ",negatif
651,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
652,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
653,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
654,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
655,"Aliansi Ummat Islam Sumedang ""Tolak Kenaikan Harga BBM"" di depan kantor DPRD Sumedang.. Kemarin..
(13/Sept/2022) https://t.co/iAVOjECh77",negatif
656,"""Kami hari ini, PMII Jakarta Timur datang ke sini (Balai Kota) untuk menyuarakan aspirasi (soal BBM), karena kami di Jakarta, kami melihat memiliki pimpinan,"" kata salah satu orator.

https://t.co/vZFTAoNRr5",negatif
657,"Kerusuhan meletus di Ibu Kota Haiti, Port-au-Prince, akibat demo tolak kenaikan harga BBM. #TempoDunia https://t.co/ipCWx9PSr7",negatif
658,Bantahan Sdr. Yustinus @prastow atas pernyataan saya mengenai narasi menyesatkan di balik kenaikan harga BBM sebenarnya tidak sedikitpun membantah argumen yang saya kemukakan. Mari kita bahas.,netral
659,"Termasuk soal penolakan kenaikan harga Bahan Bakar Minyak (BBM)

@Dr_Moeldoko bahkan mengapresiasi pengunjuk rasa yang menyampaikan aspirasinya soal penyesuaian harga BBM dengan tertib sehingga situasi demonstrasi tetap kondusif

#PenjagaNKRI @KSPgoid https://t.co/d8VC0FriqK",negatif
660,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
661,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
662,"Aksi Driver Ojol se-Purwakarta ""Tolak Kenaikan Harga BBM"" di depan Gedung DPRD Purwakarta.. (14/Sept/2022) https://t.co/ot48a2SfwN",negatif
663,"Didemo Selama 2 Minggu Terakhir, Istana Klaim Jokowi 'Dengarkan' Aspirasi Tolak Kenaikan BBM
https://t.co/nYdKY1iZ48",negatif
664,"Kader IMM Tolak Kenaikan BBM, Pemkab &amp; DPRD Akan Ajukan Ke Pusat https://t.co/oTY429rNTF",negatif
665,"12) Pada 2008, harga ICP juga melonjak hingga US$ 96,1, padahal asumsi APPN US$63. Tapi karena kurs hanya Rp9.161/USD, kenaikan harga BBM tidak sebesar sekarang. Tahun itu harga BBM bahkan kemudian diturunkan kembali hingga 2 kali.",negatif
666,"#BBMMeroketJokowiTurun 
#BBMMeroketJokowiTurun 
@Syam42933824
@PAS0PATl5151_
@freestranger24
@ArbyZakey3
@AtnoSepta
@NegeriJajahan3l
@omo_sugema6
@karyawantree
@Berliannew
@sampalle
@la1laha1llallah
@SimpatisanFPI__
1
SMKIN MUNCAK JK TK DSIKAPI DGN BIJAK?
https://t.co/QlQTH905Ae https://t.co/pSaQQFeKjG",netral
667,"#BBMNaikRakyatRevolusi
element masyarakat menolak kenaikan harga BBM di indonesia.. semoga bsk harga bbm turun harga yaa ?????? 
Harus haris haruusss !!!! https://t.co/sFCBCr7CPx",negatif
668,"HUT Partai Demokrat Digelar Sederhana, Andi Arief: Bentuk Simpati atas Mereka yang Tolak Kenaikan BBM https://t.co/TOBvf13kCg  #RapimnasDemokrat",positif
669,"11) Pemerintah gagal jaga fundamental ekonomi shg rupiah terus merosot. Sebagai catatan, pada 2011 harga ICP pernah capai US$111,6/barel, asumsi APBN-nya hanya US$80. Tapi karena kurs kuat, hanya Rp9.144/USD, tidak ada kenaikan harga BBM.",netral
670,"Contoh pemimpin sejati.
Gubernur Sumut temui massa demo kenaikan BBM.
""Indonesia tidak dalam kondisi baik2 saja"" https://t.co/c3js2buDmE",positif
671,"Pak Ganjar Gandeng BPK untuk Optimalisasi Anggaran atasi kenaikan BBM

#GANTARI???? 
#GanjarTheNextPresiden https://t.co/z3Esdz1U5q",positif
672,Aksi Demo 13092022 telah usai dan akan kembali lagi dg jumlah masa yg lebih besar jika tuntutan Dibatalkannya Kenaikan Harga BBM tdk dikabulkan. https://t.co/HODVEnhAoA,negatif
673,"8) Kenapa aneh? Di satu sisi Pemerintah selalu klaim depresiasi rupiah paling rendah jika dibanding mata uang negara lain, tapi kenaikan harga BBM kita justru yang paling tinggi.",positif
674,"""Menolak kebijakan pemerintah menaikkan harga BBM karena berdampak secara signifikan thd berbagai sektor kehidupan krusial masyarakat"" kata Aliansi UI Menolak Kenaikan BBM dlm keterangan tertulis yg disampaikan Ketua BEM UI Bayu Satria Utomo (13/9/2022)
https://t.co/Z8yWdIMcoO",netral
675,"Aksi unjuk rasa menolak kenaikan BBM di kawasan Patung Kuda, Jakarta Pusat oleh massa mahasiswa yang mencoba untuk menerobos kawat berduri, Selasa (13/9) sore. ???Asb https://t.co/f2ym6Szotl",negatif
676,Terus Bergerak Tolak Kenaikan Harga BBM..!!! https://t.co/loNqtYG43E,negatif
677,Bantahan Sdr. Yustinus @prastow atas pernyataan saya mengenai narasi menyesatkan di balik kenaikan harga BBM sebenarnya tidak sedikitpun membantah argumen yang saya kemukakan. Mari kita bahas.,netral
678,"Dengan Tersalurkan nya BLT ke Masyarakat
Mampu Mengurangi Beban Karna kenaikan Harga BBM.
Subsidi Tepat Sasaran.
#BLTBBMBantuMasyarakat
#BansosBBMRingankanRakyat
#KPMPenyaluranBLTTepatSasaran
ACEH https://t.co/81WbVcETT2",positif
679,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
680,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
681,"Avengers akhirnya ikut serta dibarisan abang² Mahasiswa untuk Menolak Kenaikan Harga BBM, kawasan Patung Kuda Jakarta.. ??????? (13/Sept/2022) https://t.co/HIqRmHimhG",negatif
682,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
683,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
684,"@andrewbendico @detikcom Naahh... di setiap rezim ada kenaikan BBM jd kan! di semua rezim punya pertimbangan masing2 utk naikin bbm... supaya fair kita harus liyat kondisi rakyat yg dulu (????thn 2012, jaman SBY) terjepit ekonominya gimana sekarang kondis",netral
685,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
686,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
687,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
688,Sampai malam ini mahasiswa masih bertahan di Patung Kuda untuk menyuarakan penolakan terhadap kenaikan harga BBM. https://t.co/Urazh6XeoC,negatif
689,"Gaji Ahok 3,2 miliar/bln. Bkn awak iri, tp apa kontribusi Ahok? Yg ada rakyat dibikin susah dgn kenaikan hrg BBM.

Smentara THP bos2 pertamina miliaran rp stiap blnnya. Konyolnya lg pertamina ngaku rugi! ??????????????? https://t.co/W4GJuu57Zf",negatif
690,"Massa yang mengatasnamakan dirinya Aliansi Rakyat Surabaya (ARAS) yang merupakan gabungan dari BEM se-Surabaya dan organisasi lain menggelar aksi unjuk rasa di depan Gedung Grahadi Surabaya menolak kenaikan BBM, Rabu (14/9) siang. (Rec)
#ElshintaNewsAndTalk https://t.co/sHQ2BdwnZ4",negatif
691,https://t.co/DiE7n54Syv,negatif
692,Kenaikan harga BBM kali ini demonya kaya isi rekening dan hati. Sepi.,negatif
693,"Menyampaikan aspirasi merupakan hak warga negara yang dilindungi oleh peraturan perundang-undangan. Namun demikian kegiatan tersebut haruslah dilakukan dengan tertib dan tidak mengganggu aktivitas masyarakat lainnya.

Selengkapnya baca di:
https://t.co/xbuyWTglwU https://t.co/R0qGbnBXn4",netral
694,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
695,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
696,"Bjorka Memaksa Perhatian Publik Terbelah, Tidak Lagi Dominan Sambo dan Kenaikan BBM
https://t.co/3uMSbOMTiY",netral
697,"Polisi: Hari Ini Dua Kelompok Mahasiswa Bakal Gelar Aksi Demo Tolak Kenaikan Harga BBM Bersubsidi
https://t.co/fSLGgmtGKv",negatif
698,"Tolak Kenaikan BBM, Gebrak Akan Kepung Istana Siang Ini
https://t.co/WaFQNiXaXj",negatif
699,"Demo Tolak Kenaikan BBM Hampir Ricuh, Ribuan Mahasiswa Geruduk Kantor DPRD Rohul | https://t.co/scDIIx8Wib https://t.co/07PL7pB4y8",negatif
700,Demo mahasiswa buruh Dan Rakyat Yang melawan terus berlanjut menolak kenaikan BBM Di patung Kuda 13-09-2022 https://t.co/qTRPaTCceS,negatif
701,Harga Beras di Kota Serang Sudah Naik Sebelum Kenaikan BBM https://t.co/3uPE922NCi,negatif
702,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
703,"Polres Jepara Terjunkan Personil Gabungan Amankan Aksi Unjuk Rasa Mahasiswa

Polres Jepara - Personel gabungan jajaran Polres Jepara diterjunkan guna melakukan pengamanan aksi unjuk rasa tolak kenaikan harga BBM yang dilakukan ratusan mahasiswa dari Aliansi Mahasiswa Jepara, https://t.co/zDtzwKRWHV",netral
704,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
705,"Demo Tolak Kenaikan Harga BBM di Jakarta Berakhir Ricuh, Tagar BBMNaikRakyatRevolusi Menggema
https://t.co/2o3HGdF8U9",negatif
706,"Hari ini (14/9) di Bangil, PKS serukan Tolak Kenaikan BBM
 ""PKS Kab Pasuruan menyatakan dg tegas menolak ats kenaikan BBM Bersubsidi dan jg mendesak pemerintah sgr membatalkan kenaikan BBM ini!"" tegas Agus Firmansyah, S.Kom, Ketua PKS Kab Pasuruan
@PKSejahtera
@PKSJATIM https://t.co/g4OsktZ7Mm",netral
707,"KENAIKAN harga BBM kali ini mrpkn kebijakan brutal paling sontoloyo. Sdh mahal rakyat yg beli didata Pertamina, seolah mau ngemplang. 
? kalian yg tukang bo'ong koq rakyat yg dicurigai. Terus data publik itu kalian mau tanggungjawab jaganya? Pura2 hilang pdhl kalian jual, kan? https://t.co/85VnbewU1m",negatif
708,"rekomendasi dompet super-kiyowo ??

—thread

ios 26 menagin aku min seulgi pssi fifa fikri ngeri-ngeri sedap damai jaga kondusif bjorka seokjin kami menolak kenaikan bbm beauty 900 va keren no gimmick selasa #OurStarboyYeonjun #JENOxVOGUE #STYKangenBulgogi #kamujahat  #NYFW https://t.co/E02y5LtChG",netral
709,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
710,"Tolak Kenaikan Harga BBM ???????
(Kota Pangkalpinang, Bangka Belitung 14/Sept/2022) https://t.co/rhMDRustH9",negatif
711,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
712,"MAHASISWA BERSAMA RAKYAT SURABAYA BERGERAK !!!
TOLAK KENAIKAN HARGA BBM !!
Link : 
https://t.co/NhdEgj9ZaV
SEBARKAN TEMAN² !!
TV TIDAK MENYIARKAN !!
SURABAYA BERGERAK !!
ALLAHU AKBAR !!

#BBMNaikRakyatRevolusi 
#BBMNaikRakyatRevolusi https://t.co/zutImkQimL",negatif
713,"rekomendasi cardigan &amp; outer dark tone ??

—thread

ios 16 bjorka pssi seulgi fifa menagin aku min damai jaga kondusif keren no gimmick fikri anies ngeri-ngeri sedap ROSÉ AT TIFFANY BOTANICA  kami menolak kenaikan bbm seokjin #OurStarboyYeonjun #JENOxVOGUE #kamujahat #NYFW https://t.co/LPHvDpFDmF",netral
714,"Aksi Tolak Kenaikan Harga BBM yang awalnya berjalan kondusif, akhirnya ricuh lagi, di depan gedung DPRD Provinsi Bengkulu.. (13/Sept/2022) https://t.co/suNhVMc9SR",negatif
715,SUDAH TAYANG YA! SAID DIDU SANG “ORANG DALAM” SOAL KENAIKAN HARGA BBM: SUBSIDI ADALAH “CANDU” BANSOS ADALAH “NARKOBA”!! YOUTUBE: https://t.co/aXqWysaG57  (INDONESIA LAWYERS CLUB) https://t.co/B1brEPAewl,positif
